rank,naics_code,entity_name,cbp_mapping_type,cbp_source_naics_2017_codes,cbp_establishments_2022,cbp_employment_2022,cbp_annual_payroll_usd_2022,cbp_average_annual_pay_usd_2022,bls_establishments_2024,bls_employment_2024,bls_average_annual_pay_usd_2024,bls_employment_growth_pct_2024,bls_pay_growth_pct_2024,sba_size_standard_basis,sba_size_standard_value,sba_size_standard_display,employees_per_establishment,payroll_per_establishment_usd,employment_gap_ratio_bls_to_cbp,fragmentation,operating_complexity,willingness_to_pay,growth,market_scale,workflow_intensity,thesis_fit,software_wedge,rollup_wedge,confidence,workflow_matrix_industry_code,workflow_mapping_type,workflow_coverage_share_pct,workflow_frontline_operator_share_pct,workflow_knowledge_work_share_pct,workflow_documentation,workflow_coordination,workflow_compliance,workflow_care_service,workflow_top_occupations,recommended_move,summary,caveats
660,333517,Machine Tool Manufacturing,direct,333517,1200,28273,2042534000,72243.27,2057,41879,76546,-1.6,2.6,employees,500.0,500 employees,23.56,1702111.67,1.481,48.3,51.3,34.6,28.4,45.2,74.7,69.0,51.6,46.2,85.0,333500,numeric_parent,89.8,80.1,11.9,64.5,65.9,72.3,48.9,Machinists (13.8%)|Computer numerically controlled tool operators (7.8%)|Tool and die makers (6.2%),monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP 2022 employment and BLS 2024 private-sector employment differ materially; treat labor scale as directional. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
661,333912,Air and Gas Compressor Manufacturing,direct,333912,282,19108,1468992000,76878.38,474,19452,100347,-0.7,3.2,employees,1000.0,"1,000 employees",67.76,5209191.49,1.018,19.5,63.6,72.1,37.4,34.8,70.0,65.0,51.6,43.1,90.0,3330A1,broad_parent,74.6,70.5,19.8,65.1,66.9,71.5,51.4,"Welders, cutters, solderers, and brazers (7.8%)|Machinists (4.1%)|Mechanical engineers (3.7%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
662,812921,Photofinishing Laboratories (except One‑Hour),direct,812921,357,4025,220296000,54731.93,494,5176,63397,-7.8,9.7,receipts_millions_usd,29.5,$29.50M,11.27,617075.63,1.286,46.2,39.9,42.2,32.0,4.2,80.2,86.0,51.5,46.2,90.0,812900,numeric_parent,87.7,90.4,4.0,65.1,65.9,65.1,63.6,Animal caretakers (33.8%)|Parking attendants (16.7%)|General and operations managers (4.2%),monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
663,712190,Nature Parks and Other Similar Institutions,direct,712190,745,8178,367627000,44953.17,948,14039,41787,3.6,5.2,receipts_millions_usd,19.5,$19.50M,10.98,493459.06,1.717,56.0,45.6,30.5,78.9,10.0,63.5,52.0,51.5,45.4,85.0,712000,broad_parent,81.9,57.1,31.9,67.5,70.3,66.0,57.7,Animal caretakers (4.7%)|Customer service representatives (4.5%)|General and operations managers (4.1%),monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP 2022 employment and BLS 2024 private-sector employment differ materially; treat labor scale as directional. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
664,335314,Relay and Industrial Control Manufacturing,direct,335314,729,33908,2556894000,75406.81,924,42256,95739,-0.6,1.4,employees,750.0,750 employees,46.51,3507399.18,1.246,36.8,55.5,55.7,31.8,51.3,66.4,65.0,51.4,47.0,90.0,335300,numeric_parent,61.8,61.7,26.7,68.3,69.4,72.4,51.5,"Inspectors, testers, sorters, samplers, and weighers (3.6%)|Electrical engineers (3.4%)|First-line supervisors of production and operating workers (3.3%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
665,721191,Bed‑and‑Breakfast Inns,direct,721191,2464,12141,352477000,29031.96,2338,13924,32107,-1.5,4.5,receipts_millions_usd,9.0,$9.00M,4.93,143050.73,1.147,74.8,33.4,4.1,39.9,14.1,79.7,74.0,51.4,46.7,90.0,721100,numeric_parent,96.1,92.6,1.7,56.8,64.6,62.0,63.7,"Maids and housekeeping cleaners (22.4%)|Hotel, motel, and resort desk clerks (13.1%)|Waiters and waitresses (7.2%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
666,335210,Small Electrical Appliance Manufacturing,direct,335210,180,9160,498491000,54420.41,414,10191,83331,-9.4,13.2,employees,1500.0,"1,500 employees",50.89,2769394.44,1.113,18.1,62.9,81.7,31.4,12.9,72.3,65.0,51.4,44.5,90.0,335200,numeric_parent,49.7,74.6,17.7,66.0,67.9,71.7,53.0,"Laborers and freight, stock, and material movers, hand (5.5%)|Industrial truck and tractor operators (3.6%)|First-line supervisors of production and operating workers (3.0%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
667,339114,Dental Equipment and Supplies Manufacturing,direct,339114,500,16724,1234539000,73818.4,888,16302,82834,-1.1,4.9,employees,750.0,750 employees,33.45,2469078.0,0.975,35.6,53.8,51.2,45.5,31.2,70.8,65.0,51.4,43.9,90.0,339100,numeric_parent,76.5,69.8,19.9,68.9,68.9,72.0,53.5,"Dental laboratory technicians (8.7%)|Industrial engineers (4.2%)|Inspectors, testers, sorters, samplers, and weighers (4.2%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
668,325110,Petrochemical Manufacturing,direct,325110,71,9971,1455090000,145932.2,228,26319,156739,2.8,1.4,employees,1300.0,"1,300 employees",140.44,20494225.35,2.64,4.1,67.4,93.1,56.8,27.0,70.3,49.0,51.4,41.1,85.0,325000,broad_parent,89.7,67.7,21.2,69.7,69.5,74.1,54.6,Chemical equipment operators and tenders (13.1%)|Packaging and filling machine operators and tenders (6.9%)|First-line supervisors of production and operating workers (4.5%),monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP 2022 employment and BLS 2024 private-sector employment differ materially; treat labor scale as directional. | Workflow layer uses a broader published BLS parent industry; treat occupation mix as directional rather than exact for this NAICS line."
669,481219,Other Nonscheduled Air Transportation,direct,481219,588,6453,557456000,86387.11,1054,7062,141604,4.2,8.2,receipts_millions_usd,25.0,$25.00M,10.97,948054.42,1.094,52.8,20.0,43.6,87.6,10.7,82.1,52.0,51.3,46.3,90.0,481200,numeric_parent,87.8,85.1,6.3,76.6,74.2,82.2,59.5,Commercial pilots (35.7%)|Aircraft mechanics and service technicians (12.3%)|General and operations managers (3.3%),monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
670,331529,Other Nonferrous Metal Foundries (except Die-Casting),direct,331529,236,9207,586326000,63682.63,290,13106,74177,1.8,4.9,employees,500.0,500 employees,39.01,2484432.2,1.423,25.5,60.6,38.9,67.4,14.3,78.0,65.0,51.3,35.7,85.0,331500,numeric_parent,91.9,87.6,7.3,63.5,64.6,72.0,50.4,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic (13.0%)|Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic (8.3%)|Foundry mold and coremakers (8.2%)",monitor,"Momentum is present, but the buyer-quality signals are still mixed.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP 2022 employment and BLS 2024 private-sector employment differ materially; treat labor scale as directional. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
671,311221,Wet Corn Milling and Starch Manufacturing,direct,311221,70,7715,707464000,91699.81,72,13530,122445,1.9,-2.6,employees,1300.0,"1,300 employees",110.21,10106628.57,1.754,5.5,67.4,91.4,48.1,13.8,77.1,49.0,51.2,39.3,85.0,311200,numeric_parent,88.2,82.3,8.8,66.5,67.8,73.0,55.6,"Packaging and filling machine operators and tenders (10.9%)|Crushing, grinding, and polishing machine setters, operators, and tenders (7.0%)|Food batchmakers (6.1%)",monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | CBP 2022 employment and BLS 2024 private-sector employment differ materially; treat labor scale as directional. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately."
672,334419,Other Electronic Component Manufacturing,direct,334419,1097,51070,3660919000,71684.34,1938,63366,88098,-0.7,1.9,employees,750.0,750 employees,46.55,3337209.66,1.241,40.3,57.8,54.9,32.2,62.2,57.2,61.0,51.1,49.2,90.0,334400,numeric_parent,73.6,44.4,43.5,69.0,69.6,73.2,50.5,Semiconductor processing technicians (7.7%)|Industrial engineers (5.1%)|Software developers (4.9%),monitor,"There is some structural promise here, but the current evidence is not strong enough for a first move.","National-only slice; regional density and local regulatory variation are not yet represented. | Workflow burden is inferred from public industry structure and occupation mix, not company-level software workflow evidence. | Workflow layer uses the closest published BLS parent industry because the matrix does not expose this NAICS line separately. | Workflow score is based on the visible BLS occupation mix and may miss some small or suppressed occupations."
